model,loss,accuracy,precision,f1_score,accuracy_for_glass,accuracy_for_metal,accuracy_for_cardboard,accuracy_for_plastic,accuracy_for_paper,accuracy_for_trash
RandomForestClassifier,,0.6897233201581028,0.7031348045946652,0.66548535430523,0.7037037037037037,0.5526315789473685,0.7446808510638298,0.6236559139784946,0.811965811965812,0.4444444444444444
